"Latest: Time (s)","Latest: Potential (V)"
11.51,0.215799700669
11.52,0.213287597211
11.53,0.210775493753
11.54,0.205751286837
11.55,0.203239183379
11.56,0.210775493753
11.57,0.205751286837
11.58,0.198214976463
11.59,0.205751286837
11.6,0.205751286837
11.61,0.200727079921
11.62,0.200727079921
11.63,0.200727079921
11.64,0.200727079921
11.65,0.195702873005
11.66,0.193190769547
11.67,0.185654459173
11.68,0.185654459173
11.69,0.188166562631
11.7,0.188166562631
11.71,0.183142355715
11.72,0.190678666089
11.73,0.188166562631
11.74,0.185654459173
11.75,0.183142355715
11.76,0.183142355715
11.77,0.178118148799
11.78,0.185654459173
11.79,0.178118148799
11.8,0.178118148799
11.81,0.178118148799
11.82,0.183142355715
11.83,0.175606045341
11.84,0.173093941883
11.85,0.168069734967
11.86,0.173093941883
11.87,0.178118148799
11.88,0.170581838425
11.89,0.168069734967
11.9,0.163045528051
11.91,0.173093941883
11.92,0.168069734967
11.93,0.165557631509
11.94,0.165557631509
11.95,0.168069734967
11.96,0.155509217677
11.97,0.163045528051
11.98,0.158021321135
11.99,0.155509217677
12,0.158021321135
12.01,0.160533424593
12.02,0.160533424593
12.03,0.155509217677
12.04,0.160533424593
12.05,0.155509217677
12.06,0.158021321135
12.07,0.158021321135
12.08,0.150485010761
12.09,0.155509217677
12.1,0.152997114219
12.11,0.152997114219
12.12,0.152997114219
12.13,0.150485010761
12.14,0.145460803845
12.15,0.150485010761
12.16,0.142948700387
12.17,0.142948700387
12.18,0.147972907303
12.19,0.145460803845
12.2,0.140436596929
12.21,0.140436596929
12.22,0.147972907303
12.23,0.137924493471
12.24,0.142948700387
12.25,0.137924493471
12.26,0.130388183097
12.27,0.130388183097
12.28,0.135412390013
12.29,0.135412390013
12.3,0.135412390013
12.31,0.132900286555
12.32,0.135412390013
12.33,0.135412390013
12.34,0.130388183097
12.35,0.130388183097
12.36,0.127876079639
12.37,0.122851872723
12.38,0.130388183097
12.39,0.120339769265
12.4,0.132900286555
12.41,0.122851872723
12.42,0.125363976181
12.43,0.125363976181
12.44,0.120339769265
12.45,0.120339769265
12.46,0.122851872723
12.47,0.117827665807
12.48,0.115315562349
12.49,0.120339769265
12.5,0.117827665807
12.51,0.117827665807
12.52,0.122851872723
12.53,0.120339769265
12.54,0.117827665807
12.55,0.120339769265
12.56,0.112803458892
12.57,0.107779251976
12.58,0.105267148518
12.59,0.110291355434
12.6,0.115315562349
12.61,0.10275504506
12.62,0.107779251976
12.63,0.107779251976
12.64,0.10275504506
12.65,0.10275504506
12.66,0.100242941602
12.67,0.100242941602
12.68,0.110291355434
12.69,0.10275504506
12.7,0.100242941602
12.71,0.110291355434
12.72,0.107779251976
12.73,0.107779251976
12.74,0.107779251976
12.75,0.100242941602
12.76,0.0952187346856
12.77,0.100242941602
12.78,0.0977308381436
12.79,0.0927066312276
12.8,0.0927066312276
12.81,0.0952187346856
12.82,0.0952187346856
12.83,0.0977308381436
12.84,0.0952187346856
12.85,0.0876824243117
12.86,0.0876824243117
12.87,0.0876824243117
12.88,0.0901945277697
12.89,0.0851703208537
12.9,0.0927066312276
12.91,0.0977308381436
12.92,0.0977308381436
12.93,0.0952187346856
12.94,0.0901945277697
12.95,0.0952187346856
12.96,0.0876824243117
12.97,0.0826582173957
12.98,0.0876824243117
12.99,0.0876824243117
13,0.0876824243117
13.01,0.0801461139377
13.02,0.0851703208537
13.03,0.0826582173957
13.04,0.0851703208537
13.05,0.0851703208537
13.06,0.0776340104797
13.07,0.0901945277697
13.08,0.0776340104797
13.09,0.0751219070218
13.1,0.0776340104797
13.11,0.0751219070218
13.12,0.0826582173957
13.13,0.0851703208537
13.14,0.0801461139377
13.15,0.0751219070218
13.16,0.0751219070218
13.17,0.0751219070218
13.18,0.0826582173957
13.19,0.0776340104797
13.2,0.0776340104797
13.21,0.0801461139377
13.22,0.0776340104797
13.23,0.0700977001058
13.24,0.0751219070218
13.25,0.0776340104797
13.26,0.0751219070218
13.27,0.0700977001058
13.28,0.0801461139377
13.29,0.0726098035638
13.3,0.0801461139377
13.31,0.0776340104797
13.32,0.0751219070218
13.33,0.0726098035638
13.34,0.0700977001058
13.35,0.0700977001058
13.36,0.0700977001058
13.37,0.0700977001058
13.38,0.0700977001058
13.39,0.0700977001058
13.4,0.0625613897318
13.41,0.0726098035638
13.42,0.0675855966478
13.43,0.0600492862739
13.44,0.0675855966478
13.45,0.0726098035638
13.46,0.0675855966478
13.47,0.0675855966478
13.48,0.0600492862739
13.49,0.0650734931898
13.5,0.0650734931898
13.51,0.0600492862739
13.52,0.0600492862739
13.53,0.0650734931898
13.54,0.0675855966478
13.55,0.0650734931898
13.56,0.0625613897318
13.57,0.0625613897318
13.58,0.0575371828159
13.59,0.0650734931898
13.6,0.0625613897318
13.61,0.0550250793579
13.62,0.0600492862739
13.63,0.0600492862739
13.64,0.0650734931898
13.65,0.0600492862739
13.66,0.0525129758999
13.67,0.0600492862739
13.68,0.0600492862739
13.69,0.0600492862739
13.7,0.0600492862739
13.71,0.0550250793579
13.72,0.0525129758999
13.73,0.0525129758999
13.74,0.0500008724419
13.75,0.0575371828159
13.76,0.0600492862739
13.77,0.0575371828159
13.78,0.0474887689839
13.79,0.0500008724419
13.8,0.0550250793579
13.81,0.0600492862739
13.82,0.0600492862739
13.83,0.0600492862739
13.84,0.0525129758999
13.85,0.0525129758999
13.86,0.0575371828159
13.87,0.0600492862739
13.88,0.0575371828159
13.89,0.0500008724419
13.9,0.0575371828159
13.91,0.0525129758999
13.92,0.0525129758999
13.93,0.0525129758999
13.94,0.042464562068
13.95,0.0500008724419
13.96,0.0500008724419
13.97,0.0500008724419
13.98,0.0500008724419
13.99,0.0474887689839
14,0.0550250793579
14.01,0.0474887689839
14.02,0.0474887689839
14.03,0.0525129758999
14.04,0.044976665526
14.05,0.042464562068
14.06,0.044976665526
14.07,0.0525129758999
14.08,0.0474887689839
14.09,0.03995245861
14.1,0.0500008724419
14.11,0.037440355152
14.12,0.042464562068
14.13,0.044976665526
14.14,0.0474887689839
14.15,0.03995245861
14.16,0.03995245861
14.17,0.03995245861
14.18,0.044976665526
14.19,0.042464562068
14.2,0.0500008724419
14.21,0.044976665526
14.22,0.044976665526
14.23,0.042464562068
14.24,0.042464562068
14.25,0.037440355152
14.26,0.037440355152
14.27,0.042464562068
14.28,0.0474887689839
14.29,0.03995245861
14.3,0.042464562068
14.31,0.042464562068
14.32,0.042464562068
14.33,0.044976665526
14.34,0.03995245861
14.35,0.034928251694
14.36,0.037440355152
14.37,0.0474887689839
14.38,0.03995245861
14.39,0.044976665526
14.4,0.0474887689839
14.41,0.037440355152
14.42,0.034928251694
14.43,0.034928251694
14.44,0.037440355152
14.45,0.03995245861
14.46,0.042464562068
14.47,0.044976665526
14.48,0.032416148236
14.49,0.034928251694
14.5,0.03995245861
14.51,0.034928251694
14.52,0.034928251694
14.53,0.034928251694
14.54,0.034928251694
14.55,0.042464562068
14.56,0.037440355152
14.57,0.037440355152
14.58,0.029904044778
14.59,0.034928251694
14.6,0.029904044778
14.61,0.0273919413201
14.62,0.034928251694
14.63,0.034928251694
14.64,0.0273919413201
14.65,0.0273919413201
14.66,0.034928251694
14.67,0.03995245861
14.68,0.032416148236
14.69,0.032416148236
14.7,0.0273919413201
14.71,0.029904044778
14.72,0.03995245861
14.73,0.03995245861
14.74,0.032416148236
14.75,0.034928251694
14.76,0.029904044778
14.77,0.032416148236
14.78,0.0273919413201
14.79,0.0248798378621
14.8,0.0273919413201
14.81,0.029904044778
14.82,0.029904044778
14.83,0.032416148236
14.84,0.034928251694
14.85,0.0248798378621
14.86,0.0248798378621
14.87,0.0273919413201
14.88,0.034928251694
14.89,0.034928251694
14.9,0.034928251694
14.91,0.0223677344041
14.92,0.029904044778
14.93,0.029904044778
14.94,0.034928251694
14.95,0.0273919413201
14.96,0.0273919413201
14.97,0.0273919413201
14.98,0.029904044778
14.99,0.032416148236
15,0.0273919413201
15.01,0.0273919413201
15.02,0.0273919413201
15.03,0.0273919413201
15.04,0.0273919413201
15.05,0.032416148236
15.06,0.032416148236
15.07,0.0223677344041
15.08,0.0223677344041
15.09,0.029904044778
15.1,0.029904044778
15.11,0.0198556309461
15.12,0.0273919413201
15.13,0.0273919413201
15.14,0.029904044778
15.15,0.0248798378621
15.16,0.0273919413201
15.17,0.0223677344041
15.18,0.032416148236
15.19,0.0248798378621
15.2,0.029904044778
15.21,0.0173435274881
15.22,0.0223677344041
15.23,0.0273919413201
15.24,0.0223677344041
15.25,0.0198556309461
15.26,0.0248798378621
15.27,0.0248798378621
15.28,0.029904044778
15.29,0.029904044778
15.3,0.029904044778
15.31,0.0273919413201
15.32,0.029904044778
15.33,0.0223677344041
15.34,0.0223677344041
15.35,0.0223677344041
15.36,0.0248798378621
15.37,0.0248798378621
15.38,0.0223677344041
15.39,0.0273919413201
15.4,0.0223677344041
15.41,0.0223677344041
15.42,0.029904044778
15.43,0.0223677344041
15.44,0.0223677344041
15.45,0.0198556309461
15.46,0.0198556309461
15.47,0.0223677344041
15.48,0.0223677344041
15.49,0.0198556309461
15.5,0.0173435274881
15.51,0.0148314240301
15.52,0.0223677344041
15.53,0.0248798378621
15.54,0.0248798378621
15.55,0.0198556309461
15.56,0.0198556309461
15.57,0.0248798378621
15.58,0.0198556309461
15.59,0.0148314240301
15.6,0.0173435274881
15.61,0.0173435274881
15.62,0.0198556309461
15.63,0.0148314240301
15.64,0.0223677344041
15.65,0.0198556309461
15.66,0.0248798378621
15.67,0.0123193205722
15.68,0.0248798378621
15.69,0.0198556309461
15.7,0.0198556309461
15.71,0.0248798378621
15.72,0.0173435274881
15.73,0.0123193205722
15.74,0.0173435274881
15.75,0.0248798378621
15.76,0.0173435274881
15.77,0.0123193205722
15.78,0.0148314240301
15.79,0.0248798378621
15.8,0.0173435274881
15.81,0.0123193205722
15.82,0.0198556309461
15.83,0.0248798378621
15.84,0.00980721711418
15.85,0.0223677344041
15.86,0.0148314240301
15.87,0.0123193205722
15.88,0.0173435274881
15.89,0.0173435274881
15.9,0.0198556309461
15.91,0.0173435274881
15.92,0.0198556309461
15.93,0.0223677344041
15.94,0.0223677344041
15.95,0.0173435274881
15.96,0.0148314240301
15.97,0.0198556309461
15.98,0.0123193205722
15.99,0.00980721711418
16,0.0148314240301
16.01,0.0148314240301
16.02,0.0173435274881
16.03,0.0148314240301
16.04,0.0223677344041
16.05,0.0123193205722
16.06,0.0198556309461
16.07,0.00980721711418
16.08,0.0148314240301
16.09,0.0198556309461
16.1,0.0148314240301
16.11,0.0148314240301
16.12,0.0072951136562
16.13,0.0223677344041
16.14,0.0072951136562
16.15,0.0148314240301
16.16,0.0148314240301
16.17,0.0148314240301
16.18,0.0148314240301
16.19,0.0198556309461
16.2,0.0148314240301
16.21,0.0198556309461
16.22,0.0148314240301
16.23,0.0148314240301
16.24,0.00980721711418
16.25,0.0173435274881
16.26,0.0198556309461
16.27,0.0072951136562
16.28,0.0173435274881
16.29,0.0198556309461
16.3,0.0148314240301
16.31,0.0123193205722
16.32,0.0148314240301
16.33,0.0148314240301
16.34,0.0072951136562
16.35,0.0148314240301
16.36,0.0148314240301
16.37,0.0148314240301
16.38,0.0072951136562
16.39,0.0148314240301
16.4,0.0173435274881
16.41,0.0173435274881
16.42,0.0173435274881
16.43,0.0148314240301
16.44,0.0123193205722
16.45,0.0072951136562
16.46,0.0123193205722
16.47,0.0123193205722
16.48,0.0198556309461
16.49,0.0148314240301
16.5,0.0173435274881
16.51,0.0123193205722
16.52,0.0173435274881
16.53,0.0173435274881
16.54,0.0123193205722
16.55,0.0123193205722
16.56,0.00478301019821
16.57,0.0072951136562
16.58,0.0072951136562
16.59,0.0148314240301
16.6,0.00980721711418
16.61,0.0123193205722
16.62,0.0123193205722
16.63,0.00980721711418
16.64,0.0173435274881
16.65,0.0173435274881
16.66,0.0173435274881
16.67,0.00478301019821
16.68,0.0123193205722
16.69,0.00980721711418
16.7,0.00478301019821
16.71,0.00980721711418
16.72,0.0123193205722
16.73,0.0123193205722
16.74,0.00980721711418
16.75,0.0072951136562
16.76,0.00478301019821
16.77,0.00980721711418
16.78,0.0148314240301
16.79,0.00980721711418
16.8,0.00980721711418
16.81,0.00478301019821
16.82,0.00478301019821
16.83,0.00478301019821
16.84,0.00478301019821
16.85,0.00980721711418
16.86,0.0148314240301
16.87,0.00478301019821
16.88,0.0123193205722
16.89,0.0148314240301
16.9,0.0072951136562
16.91,0.00980721711418
16.92,0.00478301019821
16.93,0.00478301019821
16.94,0.0148314240301
16.95,0.0148314240301
16.96,0.0072951136562
16.97,0.00980721711418
16.98,0.0148314240301
16.99,0.00980721711418
17,0.00478301019821
17.01,0.00980721711418
17.02,0.0148314240301
17.03,0.00980721711418
17.04,0.00227090674023
17.05,0.0072951136562
17.06,0.0072951136562
17.07,0.00227090674023
17.08,0.00980721711418
17.09,0.0072951136562
17.1,0.0072951136562
17.11,0.0123193205722
17.12,0.0123193205722
17.13,0.00980721711418
17.14,0.0072951136562
17.15,0.0072951136562
17.16,0.0148314240301
17.17,0.0123193205722
17.18,0.00980721711418
17.19,0.00227090674023
17.2,0.00980721711418
17.21,0.0123193205722
17.22,0.0072951136562
17.23,0.00478301019821
17.24,0.00227090674023
17.25,0.00980721711418
17.26,0.0123193205722
17.27,0.00227090674023
17.28,0.0123193205722
17.29,0.0072951136562
17.3,0.00478301019821
17.31,0.00478301019821
17.32,0.0148314240301
17.33,0.0123193205722
17.34,0.0072951136562
17.35,0.00227090674023
17.36,0.0072951136562
17.37,0.0123193205722
17.38,0.0148314240301
17.39,0.0123193205722
17.4,0.0072951136562
17.41,-0.000241196717752
17.42,0.0123193205722
17.43,0.0123193205722
17.44,0.00980721711418
17.45,0.00980721711418
17.46,0.0072951136562
17.47,0.0123193205722
17.48,0.00227090674023
17.49,-0.000241196717752
17.5,0.0072951136562
17.51,0.00478301019821
17.52,0.00227090674023
17.53,0.00478301019821
17.54,0.0072951136562
17.55,0.0123193205722
17.56,0.0072951136562
17.57,0.00478301019821
17.58,0.00227090674023
17.59,0.00478301019821
17.6,0.00478301019821
17.61,0.0072951136562
17.62,0.00980721711418
17.63,0.0072951136562
17.64,0.0072951136562
17.65,0.00478301019821
17.66,0.00478301019821
17.67,0.00980721711418
17.68,0.0072951136562
17.69,0.0072951136562
17.7,0.00227090674023
17.71,-0.00275330017574
17.72,0.00227090674023
17.73,0.0123193205722
17.74,0.0123193205722
17.75,0.0123193205722
17.76,0.00478301019821
17.77,0.0072951136562
17.78,0.0072951136562
17.79,0.00478301019821
17.8,0.00980721711418
17.81,0.00478301019821
17.82,-0.000241196717752
17.83,0.00227090674023
17.84,0.00478301019821
17.85,0.00478301019821
17.86,0.00478301019821
17.87,0.00980721711418
17.88,0.00980721711418
17.89,0.00478301019821
17.9,-0.000241196717752
17.91,0.00478301019821
17.92,0.00980721711418
17.93,0.00478301019821
17.94,0.00478301019821
17.95,-0.000241196717752
17.96,0.00478301019821
17.97,-0.00275330017574
17.98,0.00478301019821
17.99,0.00478301019821
18,-0.00275330017574
18.01,0.00980721711418
18.02,0.00478301019821
18.03,-0.000241196717752
18.04,0.00478301019821
18.05,0.00980721711418
18.06,-0.000241196717752
18.07,0.0123193205722
18.08,0.00980721711418
18.09,0.00478301019821
18.1,0.00980721711418
18.11,0.00478301019821
18.12,0.00478301019821
18.13,0.00478301019821
18.14,-0.00275330017574
18.15,0.00980721711418
18.16,0.00980721711418
18.17,-0.00275330017574
18.18,0.00980721711418
18.19,-0.000241196717752
18.2,0.00980721711418
18.21,-0.00275330017574
18.22,0.00980721711418
18.23,0.00478301019821
18.24,0.0072951136562
18.25,-0.000241196717752
18.26,0.00478301019821
18.27,0.00980721711418
18.28,0.00478301019821
18.29,-0.000241196717752
18.3,0.00980721711418
18.31,0.00478301019821
18.32,-0.000241196717752
18.33,0.00980721711418
18.34,0.00227090674023
18.35,-0.000241196717752
18.36,0.00478301019821
18.37,0.0123193205722
18.38,0.0072951136562
18.39,0.00980721711418
18.4,0.00980721711418
18.41,0.00227090674023
18.42,-0.00275330017574
18.43,-0.000241196717752
18.44,-0.00275330017574
18.45,-0.00275330017574
18.46,-0.00275330017574
18.47,-0.000241196717752
18.48,0.0072951136562
18.49,-0.000241196717752
18.5,-0.00275330017574
18.51,0.00980721711418
18.52,0.00980721711418
18.53,-0.000241196717752
18.54,0.00478301019821
18.55,0.00227090674023
18.56,0.00227090674023
18.57,0.00980721711418
18.58,0.00478301019821
18.59,0.00980721711418
18.6,0.0072951136562
18.61,0.0072951136562
18.62,0.00227090674023
18.63,0.00227090674023
18.64,-0.00275330017574
18.65,0.00478301019821
18.66,0.0072951136562
18.67,0.00980721711418
18.68,0.00478301019821
18.69,0.0072951136562
18.7,0.00980721711418
18.71,0.00980721711418
18.72,0.00980721711418
18.73,0.00478301019821
18.74,-0.000241196717752
18.75,0.00478301019821
18.76,0.0072951136562
18.77,0.00478301019821
18.78,-0.000241196717752
18.79,0.00478301019821
18.8,0.0072951136562
18.81,0.00478301019821
18.82,0.0072951136562
18.83,-0.000241196717752
18.84,0.00478301019821
18.85,-0.000241196717752
18.86,-0.000241196717752
18.87,0.00227090674023
18.88,-0.00275330017574
18.89,-0.00526540363372
18.9,-0.000241196717752
18.91,0.00227090674023
18.92,0.00478301019821
18.93,0.0072951136562
18.94,0.00227090674023
18.95,0.00227090674023
18.96,0.0072951136562
18.97,0.00227090674023
18.98,0.00478301019821
18.99,0.0072951136562
19,0.0072951136562
19.01,0.00227090674023
19.02,-0.00275330017574
19.03,0.00227090674023
19.04,0.00478301019821
19.05,-0.00275330017574
19.06,0.00227090674023
19.07,0.00227090674023
19.08,0.00478301019821
19.09,-0.00275330017574
19.1,0.0072951136562
19.11,-0.000241196717752
19.12,-0.00275330017574
19.13,-0.000241196717752
19.14,-0.00275330017574
19.15,-0.00526540363372
19.16,0.00227090674023
19.17,0.00478301019821
19.18,0.00478301019821
19.19,-0.00526540363372
19.2,-0.00275330017574
19.21,0.00227090674023
19.22,0.0072951136562
19.23,0.00227090674023
19.24,-0.00275330017574
19.25,0.00478301019821
19.26,-0.000241196717752
19.27,0.00227090674023
19.28,0.00478301019821
19.29,0.0072951136562
19.3,0.00478301019821
19.31,-0.00526540363372
19.32,0.00227090674023
19.33,0.00227090674023
19.34,0.00227090674023
19.35,0.00478301019821
19.36,-0.00526540363372
19.37,0.00227090674023
19.38,0.00478301019821
19.39,0.0072951136562
19.4,-0.00275330017574
19.41,0.00227090674023
19.42,0.00227090674023
19.43,0.00227090674023
19.44,-0.00275330017574
19.45,0.00478301019821
19.46,-0.000241196717752
19.47,0.0072951136562
19.48,0.00227090674023
19.49,0.00227090674023
19.5,0.00478301019821
19.51,0.00227090674023
19.52,0.00478301019821
19.53,-0.00275330017574
19.54,0.0072951136562
19.55,-0.00275330017574
19.56,0.00478301019821
19.57,0.00478301019821
19.58,0.00227090674023
19.59,0.0072951136562
19.6,0.00227090674023
19.61,-0.00526540363372
19.62,-0.00526540363372
19.63,0.00227090674023
19.64,-0.00526540363372
19.65,-0.00526540363372
19.66,-0.00526540363372
19.67,0.00227090674023
19.68,0.00227090674023
19.69,-0.00526540363372
19.7,0.00227090674023
19.71,-0.000241196717752
19.72,0.00478301019821
19.73,0.00227090674023
19.74,-0.000241196717752
19.75,0.00478301019821
19.76,0.00227090674023
19.77,0.00227090674023
19.78,0.00478301019821
19.79,-0.00526540363372
19.8,-0.00526540363372
19.81,-0.00526540363372
19.82,0.00227090674023
19.83,0.00227090674023
19.84,0.00478301019821
19.85,-0.000241196717752
19.86,0.00227090674023
19.87,0.00478301019821
19.88,-0.00275330017574
19.89,0.00478301019821
19.9,0.00227090674023
19.91,-0.00526540363372
19.92,0.0072951136562
19.93,0.00227090674023
19.94,-0.00526540363372
19.95,0.0072951136562
19.96,0.00478301019821
19.97,-0.000241196717752
19.98,0.00227090674023
19.99,-0.00275330017574
20,-0.000241196717752
20.01,0.00478301019821
20.02,0.00227090674023
20.03,-0.00275330017574
20.04,-0.000241196717752
20.05,-0.000241196717752
20.06,-0.00526540363372
20.07,-0.000241196717752
20.08,0.00478301019821
20.09,-0.000241196717752
20.1,-0.00526540363372
20.11,-0.000241196717752
20.12,0.00227090674023
20.13,0.00478301019821
20.14,0.00478301019821
20.15,-0.00526540363372
20.16,-0.000241196717752
20.17,0.00478301019821
20.18,-0.000241196717752
20.19,-0.00526540363372
20.2,0.00227090674023
20.21,-0.000241196717752
20.22,-0.000241196717752
20.23,0.00227090674023
20.24,0.00478301019821
20.25,-0.000241196717752
20.26,-0.00526540363372
20.27,0.00478301019821
20.28,0.0072951136562
20.29,-0.000241196717752
20.3,0.00478301019821
20.31,-0.00526540363372
20.32,-0.000241196717752
20.33,0.0072951136562
20.34,0.00478301019821
20.35,0.00478301019821
20.36,0.00478301019821
20.37,0.00227090674023
20.38,0.00227090674023
20.39,-0.000241196717752
20.4,0.00227090674023
20.41,-0.00526540363372
20.42,-0.000241196717752
20.43,0.00478301019821
20.44,-0.000241196717752
20.45,-0.000241196717752
20.46,-0.00526540363372
20.47,-0.00526540363372
20.48,-0.00526540363372
20.49,-0.00526540363372
20.5,-0.000241196717752
20.51,-0.000241196717752
20.52,0.00478301019821
20.53,0.0072951136562
20.54,0.00478301019821
20.55,0.00478301019821
20.56,-0.000241196717752
20.57,-0.00275330017574
20.58,-0.00526540363372
20.59,-0.000241196717752
20.6,-0.000241196717752
20.61,-0.00275330017574
20.62,-0.00526540363372
20.63,-0.00275330017574
20.64,-0.00526540363372
20.65,-0.000241196717752
20.66,0.00227090674023
20.67,-0.000241196717752
20.68,-0.00275330017574
20.69,-0.00526540363372
20.7,0.00227090674023
20.71,0.00478301019821
20.72,-0.000241196717752
20.73,-0.00275330017574
20.74,-0.000241196717752
20.75,0.00478301019821
20.76,-0.000241196717752
20.77,-0.000241196717752
20.78,0.00227090674023
20.79,-0.000241196717752
20.8,-0.000241196717752
20.81,-0.00275330017574
20.82,-0.000241196717752
20.83,0.00227090674023
20.84,-0.00526540363372
20.85,-0.00526540363372
20.86,-0.00275330017574
20.87,-0.000241196717752
20.88,-0.000241196717752
20.89,-0.000241196717752
20.9,-0.000241196717752
20.91,0.00478301019821
20.92,-0.000241196717752
20.93,0.00478301019821
20.94,-0.000241196717752
20.95,0.00478301019821
20.96,-0.00526540363372
20.97,0.00478301019821
20.98,-0.00526540363372
20.99,0.00478301019821
21,-0.000241196717752
21.01,-0.00275330017574
21.02,0.00478301019821
21.03,0.00227090674023
21.04,-0.00275330017574
21.05,-0.00526540363372
21.06,-0.00275330017574
21.07,-0.000241196717752
21.08,-0.000241196717752
21.09,-0.000241196717752
21.1,0.00478301019821
21.11,-0.0077775070917
21.12,-0.000241196717752
21.13,0.00478301019821
21.14,-0.000241196717752
21.15,0.00478301019821
21.16,-0.00275330017574
21.17,0.00478301019821
21.18,-0.00526540363372
21.19,-0.000241196717752
21.2,-0.000241196717752
21.21,-0.0077775070917
21.22,0.00478301019821
21.23,-0.00526540363372
21.24,-0.000241196717752
21.25,0.00478301019821
21.26,-0.000241196717752
21.27,-0.000241196717752
21.28,-0.000241196717752
21.29,-0.000241196717752
21.3,0.00227090674023
21.31,-0.00526540363372
21.32,0.00478301019821
21.33,0.00227090674023
21.34,-0.000241196717752
21.35,-0.000241196717752
21.36,-0.000241196717752
21.37,-0.0077775070917
21.38,0.00478301019821
21.39,-0.000241196717752
21.4,-0.00526540363372
21.41,-0.000241196717752
21.42,0.00478301019821
21.43,-0.0077775070917
21.44,-0.00275330017574
21.45,-0.000241196717752
21.46,-0.0077775070917
21.47,-0.00526540363372
21.48,-0.00275330017574
21.49,-0.00275330017574
21.5,0.00227090674023
21.51,0.00478301019821
21.52,-0.000241196717752
21.53,-0.000241196717752
21.54,-0.000241196717752
21.55,-0.00526540363372
21.56,-0.000241196717752
21.57,0.00478301019821
21.58,0.00227090674023
21.59,-0.00526540363372
21.6,0.00227090674023
21.61,-0.0077775070917
21.62,0.00478301019821
21.63,0.00478301019821
21.64,-0.0077775070917
21.65,-0.000241196717752
21.66,-0.000241196717752
21.67,-0.000241196717752
21.68,-0.000241196717752
21.69,0.00478301019821
21.7,-0.000241196717752
21.71,-0.0102896105497
21.72,-0.000241196717752
21.73,0.00478301019821
21.74,0.00227090674023
21.75,-0.000241196717752
21.76,0.00227090674023
21.77,-0.00275330017574
21.78,0.00478301019821
21.79,-0.00275330017574
21.8,-0.00275330017574
21.81,0.00227090674023
21.82,-0.0077775070917
21.83,-0.000241196717752
21.84,0.00478301019821
21.85,-0.00526540363372
21.86,0.00227090674023
21.87,-0.000241196717752
21.88,-0.000241196717752
21.89,-0.000241196717752
21.9,-0.00275330017574
21.91,-0.00526540363372
21.92,0.00478301019821
21.93,-0.000241196717752
21.94,-0.000241196717752
21.95,0.00478301019821
21.96,-0.00275330017574
21.97,-0.0077775070917
21.98,-0.000241196717752
21.99,-0.000241196717752
22,-0.000241196717752
22.01,-0.00275330017574
22.02,-0.000241196717752
22.03,0.00227090674023
22.04,-0.00275330017574
22.05,-0.000241196717752
22.06,-0.0102896105497
22.07,-0.000241196717752
22.08,0.00478301019821
22.09,-0.00275330017574
22.1,-0.0077775070917
22.11,-0.00275330017574
22.12,-0.00275330017574
22.13,-0.00526540363372
22.14,-0.0077775070917
22.15,-0.000241196717752
22.16,-0.00275330017574
22.17,-0.00526540363372
22.18,-0.000241196717752
22.19,0.00478301019821
22.2,0.00478301019821
22.21,-0.00275330017574
22.22,-0.0077775070917
22.23,-0.000241196717752
22.24,-0.000241196717752
22.25,0.00227090674023
22.26,0.00227090674023
22.27,0.00478301019821
22.28,0.00478301019821
22.29,-0.00275330017574
22.3,0.00478301019821
22.31,-0.00275330017574
22.32,-0.0077775070917
22.33,-0.00526540363372
22.34,-0.00275330017574
22.35,-0.00526540363372
22.36,-0.00275330017574
22.37,0.00478301019821
22.38,-0.000241196717752
22.39,-0.0077775070917
22.4,-0.00526540363372
22.41,-0.00275330017574
22.42,0.00478301019821
22.43,0.00478301019821
22.44,-0.000241196717752
22.45,-0.000241196717752
22.46,-0.0077775070917
22.47,0.00478301019821
22.48,-0.00275330017574
22.49,0.00478301019821
22.5,0.00227090674023
22.51,-0.00275330017574
22.52,-0.000241196717752
22.53,-0.00526540363372
22.54,-0.00526540363372
22.55,-0.000241196717752
22.56,-0.000241196717752
22.57,-0.00275330017574
22.58,-0.000241196717752
22.59,-0.00275330017574
22.6,-0.00275330017574
22.61,-0.0077775070917
22.62,-0.00275330017574
22.63,-0.00275330017574
22.64,0.00227090674023
22.65,0.00478301019821
22.66,-0.0077775070917
22.67,-0.000241196717752
22.68,-0.00526540363372
22.69,0.00227090674023
22.7,0.00478301019821
22.71,0.00478301019821
22.72,-0.00275330017574
22.73,-0.00526540363372
22.74,-0.000241196717752
22.75,-0.00275330017574
22.76,0.00227090674023
22.77,-0.000241196717752
22.78,-0.000241196717752
22.79,-0.00275330017574
22.8,0.00478301019821
22.81,0.00227090674023
22.82,-0.00275330017574
22.83,-0.00526540363372
22.84,-0.000241196717752
22.85,-0.00275330017574
22.86,-0.0077775070917
22.87,-0.00526540363372
22.88,0.00227090674023
22.89,-0.000241196717752
22.9,-0.0077775070917
22.91,-0.000241196717752
22.92,-0.0077775070917
22.93,-0.000241196717752
22.94,0.00478301019821
22.95,0.00227090674023
22.96,0.00478301019821
22.97,0.00227090674023
22.98,-0.00275330017574
22.99,-0.000241196717752
23,-0.00275330017574
23.01,-0.00275330017574
23.02,-0.00275330017574
23.03,-0.000241196717752
23.04,-0.00275330017574
23.05,-0.000241196717752
23.06,-0.00275330017574
23.07,0.00227090674023
23.08,0.00478301019821
23.09,-0.0077775070917
23.1,-0.0077775070917
