"Latest: Time (s)","Latest: Temperature (°C)"
51.22,18.2869509969
51.24,18.7168994853
51.26,17.8570025084
51.28,18.0719767526
51.3,17.4270540199
51.32,18.2869509969
51.34,17.6420282642
51.36,18.9318737296
51.38,17.8570025084
51.4,17.8570025084
51.42,17.6420282642
51.44,17.8570025084
51.46,18.5019252411
51.48,17.6420282642
51.5,17.8570025084
51.52,17.2120797757
51.54,18.7168994853
51.56,18.5019252411
51.58,17.6420282642
51.6,18.0719767526
51.62,18.2869509969
51.64,18.5019252411
51.66,18.2869509969
51.68,17.4270540199
51.7,18.7168994853
51.72,18.2869509969
51.74,18.7168994853
51.76,17.8570025084
51.78,17.6420282642
51.8,17.6420282642
51.82,18.5019252411
51.84,18.0719767526
51.86,18.7168994853
51.88,18.5019252411
51.9,18.2869509969
51.92,17.4270540199
51.94,18.2869509969
51.96,17.8570025084
51.98,18.0719767526
52,17.8570025084
52.02,17.8570025084
52.04,18.2869509969
52.06,18.0719767526
52.08,17.6420282642
52.1,17.8570025084
52.12,18.2869509969
52.14,17.8570025084
52.16,18.9318737296
52.18,17.4270540199
52.2,18.5019252411
52.22,17.8570025084
52.24,18.7168994853
52.26,18.2869509969
52.28,18.5019252411
52.3,17.8570025084
52.32,18.2869509969
52.34,17.4270540199
52.36,18.2869509969
52.38,18.5019252411
52.4,18.2869509969
52.42,18.2869509969
52.44,18.5019252411
52.46,17.8570025084
52.48,18.2869509969
52.5,17.6420282642
52.52,18.2869509969
52.54,17.4270540199
52.56,17.8570025084
52.58,17.8570025084
52.6,17.8570025084
52.62,17.6420282642
52.64,18.0719767526
52.66,17.4270540199
52.68,18.5019252411
52.7,17.8570025084
52.72,17.4270540199
52.74,17.8570025084
52.76,18.5019252411
52.78,18.2869509969
52.8,17.8570025084
52.82,18.2869509969
52.84,18.2869509969
52.86,18.0719767526
52.88,17.4270540199
52.9,17.8570025084
52.92,17.6420282642
52.94,18.2869509969
52.96,17.6420282642
52.98,17.6420282642
53,17.8570025084
53.02,18.0719767526
53.04,17.4270540199
53.06,18.2869509969
53.08,17.8570025084
53.1,18.2869509969
53.12,18.2869509969
53.14,17.6420282642
53.16,18.2869509969
53.18,18.0719767526
53.2,18.7168994853
53.22,18.5019252411
53.24,17.8570025084
53.26,18.0719767526
53.28,18.0719767526
53.3,17.6420282642
53.32,18.7168994853
53.34,17.6420282642
53.36,18.5019252411
53.38,17.6420282642
53.4,18.2869509969
53.42,17.2120797757
53.44,18.7168994853
53.46,17.2120797757
53.48,18.7168994853
53.5,17.4270540199
53.52,18.7168994853
53.54,17.6420282642
53.56,18.9318737296
53.58,17.2120797757
53.6,18.7168994853
53.62,18.0719767526
53.64,17.8570025084
53.66,18.0719767526
53.68,18.0719767526
53.7,17.8570025084
53.72,18.7168994853
53.74,18.0719767526
53.76,18.7168994853
53.78,17.4270540199
53.8,18.7168994853
53.82,18.0719767526
53.84,17.8570025084
53.86,18.5019252411
53.88,18.7168994853
53.9,17.8570025084
53.92,18.7168994853
53.94,17.8570025084
53.96,18.7168994853
53.98,18.0719767526
54,18.0719767526
54.02,17.6420282642
54.04,16.9971055315
54.06,17.6420282642
54.08,18.2869509969
54.1,17.6420282642
54.12,18.2869509969
54.14,17.4270540199
54.16,17.4270540199
54.18,18.0719767526
54.2,17.4270540199
54.22,18.2869509969
54.24,18.2869509969
54.26,18.2869509969
54.28,17.2120797757
54.3,18.5019252411
54.32,17.8570025084
54.34,18.5019252411
54.36,17.8570025084
54.38,18.7168994853
54.4,18.0719767526
54.42,17.6420282642
54.44,17.4270540199
54.46,18.7168994853
54.48,18.2869509969
54.5,18.5019252411
54.52,17.2120797757
54.54,18.7168994853
54.56,17.4270540199
54.58,18.7168994853
54.6,18.5019252411
54.62,18.2869509969
54.64,18.0719767526
54.66,17.4270540199
54.68,18.0719767526
54.7,16.9971055315
54.72,18.2869509969
54.74,17.6420282642
54.76,18.2869509969
54.78,18.2869509969
54.8,18.5019252411
